artist,author,gernes,heart,name,star,view,words
Kawaku,CK,"Comedy,Fantasy,Romance,School Life,Shounen,Slice of Life", 283 ,"Botsuraku Youtei Nanode, Kajishokunin wo Mezasu",4.9,64614,56009
Asakura Hayate,Akafuku Yamato,"Comedy,Ecchi,School Life,Harem", 675 ,Boku no Bungeibu ni Bitch ga Iru Nante Arienai (1-5),4.9,226920,296054
Ryo Ueda,Ukise Kasako,"Adventure,Comedy,Fantasy,Romance,School Life", 278 ,The Latest Game Is Too Amazing !,4.8,18770,19737
N/A,Takahashi An,"Action,Adventure,Comedy,Fantasy,Harem,Slice of Life,Web Novel", 336 ,Reincarnated as a Villager ~ Strongest Slow-life,5,31786,9884
Akira Ueda - 植田 亮,Miki Nazuna - 三木なずな,"Action,Adventure,Comedy,Fantasy,Harem,Romance,Shounen,Slice of Life", 761 ,Charging Magic with a Smile,4.8,214981,50408
N/A,Shu Masatake,"Action,Adventure,Comedy,Drama,Fantasy,Mature,Romance,Tragedy,Web Novel", 469 ,Mahou no Kuni no Madan,5,58758,69947
Farumaro,Yukidaruma,"Adventure,Comedy,Drama,Fantasy,Harem,Psychological,Romance,Slice of Life", 219 ,Hisshou Dungeon Unei Houhou,2.5,21403,8557
Enami Katsumi,Narita Ryohgo,"Action,Adventure,Comedy,Drama,Horror,Mature,Psychological,Romance,Supernatural,Adapted to Anime,Adapted to Manga,Adult", 50 ,Baccano!,5,9873,1547
N/A,Kazanami Shinogi,"Action,Adventure,Drama,Fantasy,Harem,Super Power,Suspense", 597 ,The New Gate,4.5,273153,222661
N/A,Riku Misora,"Action,Ecchi,Harem,School Life,Supernatural,Tragedy", 105 ,Ultimate anti-hero,4.8,18248,6284
Yukiwo (ユキヲ),Kasukabe Takeru (春日部タケル),"Comedy,Ecchi,Harem,Romance,School Life", 177 ,"Ore No Nounai Sentakushi Ga, Gakuen Lovecome O Zenryoku De Jama Shiteiru (Từ đoạn sau anime)",4.9,24756,50542
N/A,ONHU - 온후,"Action,Adventure,Fantasy,Mature,Supernatural", 69 ,THE KING OF THE BATTLEFIELD,5,11768,3317
N/A,Toika,"Action,Comedy,Fantasy,Harem,Isekai,Romance,Super Power", 62 ,Infinite Competitive Dungeon Society,5,18359,9780
Tsunako,Tachibana Koushi,"Comedy,Harem,School Life,Science Fiction,Romance,Action,Ecchi,Fantasy", 1139 ,Date A Live,4.9,874811,706851
Bun150,Akashi Kakkaku,"Action,Adventure,Comedy,Drama,Harem,Romance,School Life,Shounen", 247 ,Bu ni Mi wo Sasagete Hyaku to Yonen. Elf de Yarinaosu Musha Shugyou,5,34661,46701
N/A,Chwiryong,"Action,Adventure,Drama,Fantasy,Harem,Mystery,Psychological,Romance,Supernatural", 209 ,Breakers,4,30304,15031
N/A,Idle Fish Goes Ashore,"Adventure,Fantasy,Harem,Romance,School Life,Supernatural", 85 ,NEET Receives a Dating Sim Game Leveling System,5,18547,13683
N/A,로드워리어 (Road Warrior),"Action,Adventure,Fantasy,Mature,Mystery,Super Power,Tragedy", 199 ,Main Character Hides His Strength,5,44414,35940
N/A,Touzai Tasuke,"Adult,Ecchi,Mature,Supernatural,Incest,One shot", 596 ,"Triệu hồi succubus, em gái tôi xuất hiện!",5,80215,7132
N/A,YOSHIOKA TSUYOSHI,"Action,Adventure,Fantasy,Romance,School Life,Shounen", 350 ,Magi's grandson,4.9,36052,31947
Yukino Amagai,Kasa Sakaki,"Action,Adventure,Comedy,Ecchi,Gender Bender,Harem,Mature,Romance,School Life,Supernatural", 334 ,Adolescent Adam,4.1,83879,42899
Luna,Mishima Yomu,"Action,Adventure,Fantasy,Harem", 642 ,Dragoon,4.7,288988,83432
Sazanami Mio,Kon Hoshizaki,"Adventure,Fantasy,Harem,Isekai,Web Novel", 237 ,Netooku Otoko no Tanoshii Isekai Boueki,5,25315,17341
N/A,철종금 / Cheol Jonggeum,"Action,Adventure,Drama,Fantasy,Psychological,Supernatural,Isekai,Web Novel", 282 ,I am the Monarch,4.8,109356,34921
イセ川ヤスタカ,ちんくるり,"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Web Novel", 442 ,Using Gacha to Increase My Companions and to Create the Strongest Girls’ Army Corps,4.6,76162,29845
N/A,Nanasawa Matari,"Action,Fantasy,Mature,Web Novel", 237 ,Shinigami wo Tabeta Shoujo,4.9,61403,139428
Mahaya,Kamachi Kazuma,"Action,Comedy,Drama,Fantasy,Harem,Romance,Science Fiction,Shounen", 148 ,My Vampire Older Sister and Zombie Little Sister,4.5,15393,22258
N/A,九頭七尾,"Action,Comedy,Fantasy,One shot,Supernatural,Web Novel", 35 ,"Because My Toilet Turned Into a Dungeon, Taking Care of My Business Has Become too Difficult",4.8,17369,1995
N/A,Kataoka Naotaro,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Slice of Life,Tragedy,Web Novel", 353 ,Reincarnation into the Barrier Master,4.4,80195,21121
Eiri Shirai,Ao Jyumonji,"Action,Adventure,Drama,Fantasy,Romance,Tragedy", 380 ,Hai to Gensou no Grimgar,5,96677,97969
N/A,글쟁이S,"Action,Adult,Adventure,Fantasy", 59 ,Hunter of the Ruined World,5,13584,8056
Katsumi Enami,Junpei Inuzuka,"Adventure,Fantasy,Mystery,Slice of Life", 61 ,Isekai Shokudou,5,10774,9367
Lack,Ido Masayoshi,"Action,Adventure,Fantasy,Romance", 541 ,Yobidasareta Satsuriku-sha,3.8,94831,56631
Mitsuki Yano,Touwa Akatsuki,"Action,Adventure,Comedy,Fantasy,Harem,Mature,Romance,Ecchi", 434 ,"Commushou no Ore ga, Koushou Skill ni Zenfurishite Tenseishita Kekka",4.5,46984,7177
N/A,Kuro Inukami (黒犬神),"Adventure,Comedy,Fantasy,Harem,Shoujo,Shoujo ai,Web Novel", 171 ,Yuusha Ga Onna Da to Dame Desu Ka?,5,26505,5699
Sakana,Nyun,"Comedy,Fantasy,School Life", 434 ,"Isekai ni Tensei Shitandakedo Ore, Tensai tte Kanchigai Saretenai ?",4.5,93974,30631
N/A,Nam Hi-sung,"Action,Adventure,Comedy,Drama,Fantasy,School Life,Science Fiction,Romance", 1103 ,Legendary Moonlight Sculptor,4.9,2434244,2725961
UNKNOWN,とりまる,"Adventure,Ecchi,Fantasy,Gender Bender,Mature", 137 ,Elf-san with Master,4.3,22152,1646
N/A,Ikkuiku,"Action,Adventure,Comedy,Fantasy,Harem,Isekai,Mystery, Romance,Shounen", 144 ,Monster Musume Harem wo Tsukurou!,5,18817,10012
N/A,しっちぃ,"Shoujo ai,Slice of Life", 105 ,Me and my beloved cat (girlfriend),3.8,20252,9279
Ichiri,Tsukiyo Rui,"Adventure,Comedy,Ecchi,Fantasy,Slice of Life,Adapted to Manga,Isekai,Shounen", 586 ,Slime Tensei. Taikensha ga Youjo Elf ni Dakishimeraretemasu,4.7,59619,39067
N/A,Ezo Gingitsune えぞぎんぎつね,"Action,Adventure,Fantasy", 239 ,Koko wa Ore ni Makasete Saki ni Ike to Itte kara 10 Nen ga Tattara Densetsu ni Natteita,4.8,46637,10355
Korie Riko,Tsukasa,"Fantasy,Harem,Action,Adventure,Ecchi,Supernatural", 289 ,Unlimited Fafnir,5,97059,431945
N/A,Lee Sungjin (성진저),"Action,Adventure,Fantasy", 48 ,One Man Army,5,12500,6049
N/A,Watanabe Tsunehiko,"Adventure,Comedy,Fantasy,Romance,Slice of Life,Ecchi,Harem", 238 ,Risou no Himo Seikatsu,5,43081,73645
Midorikawa You,Fast; fasuto(ファースト),"Action,Adult,Comedy,Ecchi,Harem,Mature,Romance,Seinen", 113 ,Bocchi Tenseiki,3.7,17518,4200
Sena Monako,Okazawa Juzen,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Harem,Romance", 879 ,Yonaoshi Ankoku Shin no Honsou –Ningen sukisugite ningen ni tensei shi ta–,4.8,247249,38083
"Megumi Matsuda, Touko Shino",Natsu Hyuuga (日向夏),"Drama,Mystery,Romance,Seinen,Slice of Life,Web Novel", 229 ,Kusuriya no Hitorigoto,5,48632,33854
N/A,N/A,"Adventure,Drama,Romance,Slice of Life,Tragedy", 73 ,Những Mẫu Truyện Ngắn Tôi Dịch.,4.7,18327,17685
N/A,Onhu,"Action,Adventure,Fantasy,Mature,Psychological,Supernatural", 44 ,Dungeon Hunter,4.2,11539,5534
N/A,월야-팬텀,"Action,Adventure,Comedy,Fantasy,Harem,Super Power,Supernatural,Web Novel", 840 ,Running Away From The Hero!,4.8,216234,46581
N/A,Black Rabbit,"Adult,Adventure,Ecchi,Harem,Mature,Supernatural,Shounen,Web Novel,Horror,Super Power", 573 ,Zombie Master,4.7,93417,29151
"Shuji Sogabe, Shigenori Soejima",Natsuki Mamiya,"Action,Comedy,Drama,Mystery,Super Power,Seinen", 18 ,Persona x Tantei Naoto,5,4209,693
Mizutama Keinojou; Toi8,TOUNO Mamare,"Action,Adventure,Comedy,Drama,Fantasy,Romance,Seinen", 171 ,Maoyuu Maou Yuusha,5,22251,38052
miogrobin,Kogoe Soh 小声 奏,"Adventure,Comedy,Fantasy,Web Novel", 73 ,Furoba Megami,5,10445,9074
N/A,Anton Gill (a.k.a Oliver Bowden),"Action,Adventure,Mystery,Adult", 40 ,Assassin's Creed — Black Flag,4.7,10979,1534
封宝/Fuu Takara,杏亭リコ/Ango Ryko,"Fantasy,Isekai,Romance,Shoujo,Slice of Life,Super Power", 240 ,"Akuyaku reijō wa, shomin ni totsugitai! !",4.5,45879,5641
kyo; On; Reika; Won; Sadoru Chiba; Shirabi; Shiromiso; Subachi,Nhiều tác giả,"Romance,School Life,Slice of Life", 319 ,3 Minutes Boy Meets Girl,4.8,42040,36887
Mahaya(真早),Kamachi Kazuma(鎌池 和馬),"Action,Comedy,Harem,Mystery,Science Fiction,Shounen,Supernatural", 191 ,Intellectual Village no Zashiki Warashi,4.8,22050,100174
La-na,Suisei,"Comedy,Fantasy,Romance", 846 ,"Yuusha Party no Kawaii Ko ga Ita no de, Kokuhaku Shite Mita",4.9,364765,257589
N/A,Miki Nazuna,"Action,Comedy,Fantasy,Harem,Slice of Life", 353 ,Slime no Kawa o Kabutta Dragon~ Saijaku no Furishite Shizuka ni Ikitai,4.8,29484,7228
Ao Fuuha,REMPAH REMPAH - ルンパルンパ,"Adventure,Comedy,Fantasy,Isekai,Slice of Life,Action", 133 ,The Ability to Make Town!? ~Let’s Make a Japanese Town in Different World~,4.9,15909,6032
Mika Pikazo,Nekoko; 猫子,"Adventure,Comedy,Fantasy,Harem,Isekai,Romance,Shounen,Incest,Web Novel", 520 ,Saikyou Juzoku Tensei ~Cheat Majutsushi no Slow Life~,5,69348,20389
N/A,Diamond ダイヤモンド,"Action,Comedy,Ecchi,Harem", 726 ,HP9999999999,4.1,86866,29595
Miyuki Ruria,Izushiro,"Action,Adventure,Drama,Fantasy,Harem,Romance,School Life,Supernatural,Web Novel", 505 ,Saikyou Mahoushi no Inton Keikaku,4.8,49680,21489
N/A,Yagami Kagami,"Adventure,Comedy,Ecchi,Fantasy,Mature,Romance", 438 ,"Yuusha Dakedo, Maou Kara Sekai Wo Hanbun Moratte Uragiru Koto ni Shita",4.9,68851,17803
中壱,Pai-chan,"Action,Adventure,Comedy,Fantasy,Romance", 149 ,"BANDIT, BE AMBITIOUS! TO ACCOMPLISH KINGDOM REVIVAL!",4.7,18128,19520
雪月佳,木野裕喜,"Comedy,Ecchi,Fantasy,Gender Bender,Romance,Web Novel", 179 ,"Because I Reincarnated as a Succubus, I’ll Squeeze Out Milk",4.9,25530,9845
村,サイトウアユム (Saito Ayumu),"Action,Comedy,Drama,Ecchi,Fantasy,Harem,Romance,Seinen,Slice of Life,Supernatural", 365 ,Kuro no Senki,4.8,33479,20248
Keeji Mizoguchi,Hajime Kamoshida,"Comedy,Drama,Ecchi,School Life,Romance", 262 ,Sakurasou no Pet na Kanojo,5,60451,186928
Itou Souichi (伊藤 宗一),Mizuki Shoutarou (水城 正太郎),"Action,Adventure,Comedy,Ecchi,Fantasy,Harem,Romance,School Life,Shounen,Supernatural", 60 ,Ichiban Ushiro no Daimaou,3.3,16894,41564
Anapon,Murakami Rin,"Comedy,Harem,School Life,Romance", 128 ,"Omae o Otaku ni Shiteyaru kara, Ore ni Riajuu ni Shitekure!",4.8,19217,32317
PieroRabu,Lazy Cliché,"Adventure,Comedy,Mystery,Slice of Life,Web Novel", 125 ,Strange Life of a Cat,5,46141,99974
AOS,Mei wa nai (名はない),"Action,Ecchi,Fantasy,Harem,Mature", 152 ,"Sougen no Okite ~Shii Yatsu ga Moteru, Ii Buzoku ni Umarekawatta zo~",5,16979,10868
Fame,Ichinoda Ichiri,"Action,Adventure,Fantasy,Mature,Romance,Super Power,Supernatural", 590 ,Berserker of Gluttony,4.8,56798,8782
N/A,Kohirashi Nora,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo,Web Novel", 115 ,Soshite shōjo wa heikō sekai no yumewomiru,5,19249,14897
N/A,Flamboyant May; Zhang Yang's May; 张扬的五月,"Adventure,Comedy,Drama,Fantasy", 286 ,"Sai, Qúa Sai, Sai Hết Rồi",4.8,116886,102305
N/A,Gandara,"Action,Adventure,Comedy,Fantasy,Psychological,Seinen,Super Power", 132 ,The Tutorial is Too Hard,4.9,41143,41367
Booota,Noritake Tao (田尾典丈),"Action,Adventure,Drama,Fantasy", 128 ,Shichisei no Subaru,4.2,21865,567
Youta,Namekojirushi,"Action,Ecchi,Fantasy,Harem,Romance,School Life,Seinen", 119 ,Izure Shinwa no Houkago Sensou,5,12719,4016
Neko Nekobyou,スフレ,"Adventure,Comedy,Fantasy,Harem,Romance,School Life,Shounen,Slice of Life", 573 ,I Aim to Be an Adventurer with the Jobclass of “Jobless”,4.7,65558,30541
N/A,水無月 静琉,"Action,Adventure,Comedy,Fantasy,Slice of Life", 879 ,Isekai Yururi Kikou ~Raising Children While Being an Adventurer~,4.9,336090,148153
Ruroo,Yūji Yūji,"Comedy,Drama,Harem,Romance,School Life,Slice of Life", 469 ,Ore no Kanojo to Osananajimi ga Shurabasugiru,4.8,268280,453418
N/A,Akasatana,"Action,Adventure,Comedy,Fantasy,Isekai,School Life,Shounen,Super Power,Supernatural,Web Novel,Harem", 3010 ,In no jitsury okusha ni naritakute!,4.8,2524576,126874
N/A,Kawasaki Moe,"Mature,Mystery,Suspense,Web Novel", 56 ,Charging the Hero (Cáo buộc Anh Hùng),5,16879,14719
Uruu Gekka,Takafumi Nanatsuki,"Comedy,Ecchi,Harem,Romance,School Life,Slice of Life", 103 ,"Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",5,14967,7389
N/A,Nanja Monja,"Adventure,Comedy,Fantasy,Harem,School Life,Slice of Life,Tragedy", 208 ,Cheat Aru Kedo Mattari Kurashitai 《Tensei Jinsei o Tanoshimou!》,5,21342,3838
Yamashita Nanao,Sekimura Imuya,"Action,Adventure,Drama,Fantasy,Josei,Psychological,Romance,Tragedy", 184 ,Akuyaku Tensei Dakedo Doushite Kou Natta,4.6,28049,14977
N/A,Kazeyama 風来山,"Action,Adventure,Comedy,Fantasy,Harem,Romance", 265 ,Ossan Boukensha Kein No Zenkou,4.7,25202,10848
N/A,Toy Car,"Action,Adventure,Comedy,Fantasy,Harem,Shounen", 135 ,I Reincarnated For Nothing,4.6,12927,3787
N/A,Kaburagi Haruka,"Action,Adventure,Comedy,Fantasy,Gender Bender,Mature,Romance,Slice of Life,Web Novel,Tragedy", 248 ,Hakai Me no Yuuri,4.9,78606,23883
Wataame,Nazuna Miki,"Adventure,Comedy,Fantasy,Romance,Slice of Life,Harem", 1058 ,Manga wo Yomeru Ore ga Sekai Saikyou,4.7,271998,70506
Hidaka Nami,Sakura Ageha,"Comedy,Romance,Shoujo,Web Novel", 246 ,Tensei Saki ga Shoujo Manga no Shiro Buta Reijou datta,4.9,35222,10391
N/A,Shu Huai; 舒怀,"Adult,Comedy,Gender Bender,Josei,Romance", 79 ,Reborn as My Love Rival’s Wife,4.7,24743,16487
You Shiina,Miya Kazuki,"Fantasy,Slice of Life", 99 ,Honzuki no Gekokujou,4.8,15873,10034
Himesuz,Yukiya Murasaki,"Action,Adventure,Drama,Fantasy,Harem,Romance", 246 ,HAKEN NO KOUKI ALTINA,4.8,23531,56449
N/A,Tsukino Ayato,"Action,Drama,Fantasy,Mature,Psychological,Romance,Supernatural,Tragedy", 216 ,Akuyaku Reijo Ni Koi Wo Shite,5,44618,36611
Haruki Miyai,Mumei Koubou,"Action,Adventure,Fantasy,Isekai,Romance,Supernatural,Tragedy,Web Novel", 230 ,Hakai no Miko,4.8,35399,29099
N/A,Ekz,"Action,Adventure,Ecchi,Fantasy,Harem,Isekai,Mature", 290 ,HIMEKISHI GA CLASSMATE,4.9,45468,58085
N/A,風羽洸海,"Adventure,Comedy,Fantasy", 49 ,The Witch and the Gourd of Stories,5,16612,4235
không có,Kusutani Tasuku,"Mystery,Web Novel", 99 ,Câu chuyện này có một mánh tường thuật (ONESHOT),5,18076,2322
Futaba Hazuki,Kaname Roku,"Fantasy,Romance,Shoujo", 108 ,Aobara-hime no Yarinaoshi Kakumeiki,4.3,12475,1980
N/A,uyr yama,"Comedy,Fantasy,Gender Bender", 83 ,Re: Hero no Kaa-san,4.9,26631,2283
N/A,天界,"Adventure,Comedy,Fantasy", 27 ,Otherworldly Kitty-Cat ~Reborn as a Cat~,4.6,15910,1359
N/A,三河みかん,Web Novel, 24 ,Another world: Ramen Edition,5,18512,925
N/A,藤 ハ ー レ ム 大好 き 乃 介,"Ecchi,Harem", 37 ,Sushi Harem,5,18780,1036
N/A,出井愛,"Fantasy,Isekai,Supernatural,Web Novel", 90 ,Oreo Tensei!,4.9,44394,934
Subachi ( すばち ),Miki Nazuna ( 三木なずな ),"Action,Adventure,Comedy,Isekai,Slice of Life,Web Novel", 580 ,"ALTHOUGH I AM ONLY LEVEL 1, BUT WITH THIS UNIQUE SKILL, I AM THE STRONGEST",4.6,252559,116547
KeG,Kurokata;くろかた,"Action,Adventure,Comedy,Fantasy,Harem", 145 ,Chiyu Mahou no Machigatta Tsukaikata ~Senjou wo Kakeru Kaifuku Youin~,5,26069,24123
Fal Maro,Yukidaruma,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Harem,Isekai,Mature,Psychological,Romance,Slice of Life,Web Novel", 248 ,Hisshou Dungeon Unei Houhou,4.7,39584,34881
Zaza,Kenji Saitou,"Action,Fantasy,Romance,Supernatural", 236 ,99th vampire princess ~The last vampire~,4.8,21908,7532
Kumoya Yukio,"Dimsum, Sancha","Comedy,Romance,School Life,Shoujo,Supernatural", 79 ,Konyaku-sha ga Akuyaku de Komatte masu,5,10090,3668
"Ririnra, りりんら.",Roy,"Action,Fantasy,Romance,Shounen,Slice of Life,Web Novel", 125 ,KAMITACHI NI HIROWARETA OTOKO,4.8,27245,12694
N/A,Dokonjō Daikon,"Drama,Isekai,Josei,Tragedy,Otome Game", 89 ,"Otome Game ni Tensei Shita ga, Watashi wa Akuyaku ni Nari Sugita",4.9,24051,1980
Fal Maro (ファルまろ),Fujimiya Kazuki (藤宮カズキ),"Drama,Psychological,Romance,School Life,Science Fiction", 980 ,Boku to Kimi dake ni Seiya wa Konai,4.9,90953,49373
